# BUSCO version is: 5.1.2 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
5183at4891	Complete	C0000000005_ptg000005l	739557	741602	+	450.0	483	https://www.orthodb.org/v10?query=5183at4891	Sec1-like protein
5188at4891	Complete	C0000000005_ptg000005l	1469174	1471414	+	478.9	476	https://www.orthodb.org/v10?query=5188at4891	Rab-GTPase-TBC domain
5189at4891	Complete	C0000000007_ptg000007l	573205	575511	+	584.3	444	https://www.orthodb.org/v10?query=5189at4891	DNA mismatch repair, conserved site
5194at4891	Complete	C0000000005_ptg000005l	1278923	1281367	-	712.2	617	https://www.orthodb.org/v10?query=5194at4891	Winged helix-like DNA-binding domain superfamily
5280at4891	Complete	C0000000009_ptg000009l	505124	506842	+	791.5	470	https://www.orthodb.org/v10?query=5280at4891	Polyadenylate-binding protein
5314at4891	Duplicated	C0000000007_ptg000007l	610674	612788	+	1213.4	631	https://www.orthodb.org/v10?query=5314at4891	Histidine kinase/HSP90-like ATPase
5314at4891	Duplicated	C0000000003_ptg000003l	841271	843397	+	1213.6	628	https://www.orthodb.org/v10?query=5314at4891	Histidine kinase/HSP90-like ATPase
5324at4891	Complete	C0000000017_ptg000017l	482462	484660	+	703.9	543	https://www.orthodb.org/v10?query=5324at4891	Mitochondrial intermediate peptidase
5351at4891	Complete	C0000000010_ptg000010l	302384	304627	+	446.8	505	https://www.orthodb.org/v10?query=5351at4891	ER membrane protein complex subunit 1
5370at4891	Complete	C0000000009_ptg000009l	325431	327065	-	655.4	417	https://www.orthodb.org/v10?query=5370at4891	WD40-repeat-containing domain
5371at4891	Complete	C0000000004_ptg000004l	91202	93373	-	431.8	268	https://www.orthodb.org/v10?query=5371at4891	kinase-like protein
5384at4891	Complete	C0000000014_ptg000014l	391113	393878	-	305.1	391	https://www.orthodb.org/v10?query=5384at4891	Far11/STRP, N-terminal
5443at4891	Complete	C0000000005_ptg000005l	408903	411158	+	481.3	417	https://www.orthodb.org/v10?query=5443at4891	WD40-repeat-containing domain
5457at4891	Complete	C0000000013_ptg000013l	416426	419104	-	836.7	542	https://www.orthodb.org/v10?query=5457at4891	leucyl-tRNA synthetase
5475at4891	Complete	C0000000015_ptg000015l	140753	142828	+	1018.9	565	https://www.orthodb.org/v10?query=5475at4891	proline-tRNA ligase
5478at4891	Complete	C0000000008_ptg000008l	1073891	1076014	-	848.1	460	https://www.orthodb.org/v10?query=5478at4891	Glutamyl-tRNA synthetase
5483at4891	Complete	C0000000004_ptg000004l	133365	135635	+	1052.6	590	https://www.orthodb.org/v10?query=5483at4891	Dynamin, GTPase domain
5495at4891	Complete	C0000000016_ptg000016l	231284	234109	+	1149.7	768	https://www.orthodb.org/v10?query=5495at4891	26S proteasome regulatory subunit RPN2
5502at4891	Complete	C0000000011_ptg000011l	62254	66162	-	316.8	464	https://www.orthodb.org/v10?query=5502at4891	WD40-repeat-containing domain
5523at4891	Complete	C0000000013_ptg000013l	163328	167869	-	643.4	810	https://www.orthodb.org/v10?query=5523at4891	Zinc finger, RING-type
5530at4891	Complete	C0000000005_ptg000005l	687536	689173	-	783.5	452	https://www.orthodb.org/v10?query=5530at4891	GroEL-like apical domain superfamily
5534at4891	Complete	C0000000002_ptg000002l	738302	740518	+	543.3	437	https://www.orthodb.org/v10?query=5534at4891	Tetratricopeptide repeat
5536at4891	Complete	C0000000009_ptg000009l	134340	136427	+	837.1	502	https://www.orthodb.org/v10?query=5536at4891	1,4-alpha-glucan branching enzyme
5553at4891	Complete	C0000000011_ptg000011l	313968	316274	-	924.1	580	https://www.orthodb.org/v10?query=5553at4891	DNA topoisomerase I
5557at4891	Complete	C0000000001_ptg000001l	38971	41469	-	513.3	366	https://www.orthodb.org/v10?query=5557at4891	putative ATP-dependent helicase IRC5
5563at4891	Complete	C0000000004_ptg000004l	240685	242469	+	754.7	478	https://www.orthodb.org/v10?query=5563at4891	phenylalanyl-tRNA synthetase
5569at4891	Complete	C0000000006_ptg000006l	699956	702475	+	537.8	622	https://www.orthodb.org/v10?query=5569at4891	Similar to Saccharomyces cerevisiae YJL204C RCY1 F-box protein involved in recycling plasma membrane proteins internalized by endocytosis
5578at4891	Complete	C0000000003_ptg000003l	467911	469917	-	779.5	517	https://www.orthodb.org/v10?query=5578at4891	RNA-binding domain superfamily
5587at4891	Complete	C0000000013_ptg000013l	433964	436852	-	945.4	746	https://www.orthodb.org/v10?query=5587at4891	Peptidase M16, middle/third domain
5624at4891	Complete	C0000000003_ptg000003l	200343	202877	+	506.7	586	https://www.orthodb.org/v10?query=5624at4891	Conserved oligomeric Golgi complex subunit 4
5639at4891	Complete	C0000000007_ptg000007l	506157	510161	+	714.7	874	https://www.orthodb.org/v10?query=5639at4891	similar to Saccharomyces cerevisiae YMR129W POM152 Nuclear pore membrane glycoprotein
5651at4891	Complete	C0000000005_ptg000005l	1317756	1320728	-	542.5	399	https://www.orthodb.org/v10?query=5651at4891	Autophagy-related protein 9
5691at4891	Complete	C0000000002_ptg000002l	327256	328806	+	976.8	443	https://www.orthodb.org/v10?query=5691at4891	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
5710at4891	Complete	C0000000003_ptg000003l	566987	568927	-	958.3	558	https://www.orthodb.org/v10?query=5710at4891	Nucleolar GTP-binding protein 1
5741at4891	Complete	C0000000002_ptg000002l	336711	338705	+	1048.9	547	https://www.orthodb.org/v10?query=5741at4891	glycyl-tRNA synthetase
5746at4891	Complete	C0000000003_ptg000003l	397923	400460	-	529.6	490	https://www.orthodb.org/v10?query=5746at4891	ATP-dependent DNA helicase CHL1
5755at4891	Complete	C0000000008_ptg000008l	351694	354765	-	871.2	533	https://www.orthodb.org/v10?query=5755at4891	STAS domain
5756at4891	Complete	C0000000012_ptg000012l	122416	126711	+	508.3	499	https://www.orthodb.org/v10?query=5756at4891	Ras guanine nucleotide exchange factor domain superfamily
5791at4891	Complete	C0000000003_ptg000003l	442198	444360	-	654.8	444	https://www.orthodb.org/v10?query=5791at4891	P-loop containing nucleoside triphosphate hydrolase protein
5815at4891	Complete	C0000000011_ptg000011l	800509	802485	-	583.4	532	https://www.orthodb.org/v10?query=5815at4891	DnaJ domain
5823at4891	Complete	C0000000005_ptg000005l	945347	947890	-	753.0	520	https://www.orthodb.org/v10?query=5823at4891	binding
5832at4891	Complete	C0000000017_ptg000017l	216757	219444	+	1065.9	690	https://www.orthodb.org/v10?query=5832at4891	Short-chain dehydrogenase/reductase, conserved site
5844at4891	Complete	C0000000017_ptg000017l	266552	268594	+	588.9	478	https://www.orthodb.org/v10?query=5844at4891	p-loop containing nucleoside triphosphate hydrolase protein
5847at4891	Complete	C0000000003_ptg000003l	223932	226520	-	349.6	357	https://www.orthodb.org/v10?query=5847at4891	Ankyrin repeat-containing domain
5850at4891	Complete	C0000000017_ptg000017l	353108	356008	-	617.4	389	https://www.orthodb.org/v10?query=5850at4891	cora-domain-containing protein
5851at4891	Duplicated	C0000000002_ptg000002l	571119	573326	+	910.1	550	https://www.orthodb.org/v10?query=5851at4891	Trehalase
5851at4891	Duplicated	C0000000005_ptg000005l	1053143	1055425	+	929.6	555	https://www.orthodb.org/v10?query=5851at4891	Trehalase
5879at4891	Complete	C0000000012_ptg000012l	173480	175465	+	877.0	536	https://www.orthodb.org/v10?query=5879at4891	Mitochondrial Rho GTPase
5905at4891	Complete	C0000000006_ptg000006l	349440	351047	-	849.9	463	https://www.orthodb.org/v10?query=5905at4891	T-complex protein 1 subunit gamma
5926at4891	Complete	C0000000017_ptg000017l	637396	639240	-	646.9	445	https://www.orthodb.org/v10?query=5926at4891	Similar to Saccharomyces cerevisiae YKL212W SAC1 Phosphatidylinositol phosphate (PtdInsP) phosphatase involved in hydrolysis of PtdIns
5934at4891	Complete	C0000000017_ptg000017l	533105	535858	+	1224.2	802	https://www.orthodb.org/v10?query=5934at4891	GPI ethanolamine phosphate transferase 1
5956at4891	Complete	C0000000004_ptg000004l	95403	97043	-	888.9	479	https://www.orthodb.org/v10?query=5956at4891	aspartyl-tRNA synthetase
5963at4891	Complete	C0000000013_ptg000013l	249549	251420	+	819.8	500	https://www.orthodb.org/v10?query=5963at4891	Translation factor GUF1, mitochondrial
5966at4891	Complete	C0000000015_ptg000015l	110886	112472	-	763.6	425	https://www.orthodb.org/v10?query=5966at4891	Cytochrome P450
5986at4891	Complete	C0000000007_ptg000007l	426109	427647	+	544.5	392	https://www.orthodb.org/v10?query=5986at4891	WD40-repeat-containing domain
6010at4891	Complete	C0000000014_ptg000014l	186869	189649	+	449.5	612	https://www.orthodb.org/v10?query=6010at4891	R3H domain
6044at4891	Complete	C0000000017_ptg000017l	84496	86943	+	708.7	600	https://www.orthodb.org/v10?query=6044at4891	Ribonuclease Z
6046at4891	Complete	C0000000014_ptg000014l	492014	493633	-	787.1	445	https://www.orthodb.org/v10?query=6046at4891	Importin subunit alpha
6149at4891	Complete	C0000000014_ptg000014l	573129	575390	-	684.3	419	https://www.orthodb.org/v10?query=6149at4891	Peptidase S8/S53 domain
6151at4891	Complete	C0000000006_ptg000006l	375227	377272	-	1056.3	551	https://www.orthodb.org/v10?query=6151at4891	Heat shock protein 70 family
6164at4891	Complete	C0000000001_ptg000001l	113426	114862	-	639.2	379	https://www.orthodb.org/v10?query=6164at4891	metal ion binding
6172at4891	Complete	C0000000007_ptg000007l	800621	802480	+	693.8	466	https://www.orthodb.org/v10?query=6172at4891	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
6208at4891	Complete	C0000000004_ptg000004l	140049	142037	-	671.5	502	https://www.orthodb.org/v10?query=6208at4891	Nucleolar complex-associated protein 3
6231at4891	Complete	C0000000011_ptg000011l	785685	787637	-	815.0	549	https://www.orthodb.org/v10?query=6231at4891	Pseudouridine synthase, TruD
6242at4891	Complete	C0000000014_ptg000014l	528096	530438	-	540.0	461	https://www.orthodb.org/v10?query=6242at4891	WD40/YVTN repeat-like-containing domain superfamily
6249at4891	Complete	C0000000009_ptg000009l	286082	287710	-	805.4	433	https://www.orthodb.org/v10?query=6249at4891	Isocitrate lyase
6314at4891	Complete	C0000000015_ptg000015l	161753	164158	-	814.8	605	https://www.orthodb.org/v10?query=6314at4891	Dipeptidylpeptidase IV, N-terminal domain
6336at4891	Complete	C0000000006_ptg000006l	189077	190735	-	852.8	481	https://www.orthodb.org/v10?query=6336at4891	GroEL-like apical domain superfamily
6341at4891	Complete	C0000000007_ptg000007l	845389	847455	-	919.8	513	https://www.orthodb.org/v10?query=6341at4891	ABC transporter type 1, transmembrane domain
6364at4891	Complete	C0000000002_ptg000002l	231002	233527	+	573.6	506	https://www.orthodb.org/v10?query=6364at4891	Dynamin superfamily
6387at4891	Complete	C0000000007_ptg000007l	680117	681679	+	906.5	459	https://www.orthodb.org/v10?query=6387at4891	GMP synthase
6396at4891	Complete	C0000000015_ptg000015l	494637	496913	+	246.9	440	https://www.orthodb.org/v10?query=6396at4891	Pre-rRNA-processing protein RIX1
6409at4891	Complete	C0000000005_ptg000005l	1315085	1317514	+	585.6	501	https://www.orthodb.org/v10?query=6409at4891	Putative nucleolar complex protein 14
6418at4891	Complete	C0000000014_ptg000014l	460246	461706	+	487.0	279	https://www.orthodb.org/v10?query=6418at4891	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial
6427at4891	Complete	C0000000011_ptg000011l	327669	329864	+	599.8	416	https://www.orthodb.org/v10?query=6427at4891	3'-5' exonuclease domain
6431at4891	Complete	C0000000003_ptg000003l	400936	404019	+	847.0	812	https://www.orthodb.org/v10?query=6431at4891	Domain of unknown function DUF3441
6437at4891	Complete	C0000000011_ptg000011l	273165	275072	+	653.2	464	https://www.orthodb.org/v10?query=6437at4891	Translation initiation factor IF- 2
6439at4891	Complete	C0000000008_ptg000008l	807186	809324	-	724.5	488	https://www.orthodb.org/v10?query=6439at4891	Putative oligopeptide transporter
6448at4891	Complete	C0000000005_ptg000005l	156440	158275	-	786.9	438	https://www.orthodb.org/v10?query=6448at4891	Sodium/hydrogen exchanger
6506at4891	Complete	C0000000008_ptg000008l	304247	306622	+	467.3	558	https://www.orthodb.org/v10?query=6506at4891	Mitochondrial group I intron splicing factor CCM1
6508at4891	Complete	C0000000014_ptg000014l	185043	186509	+	458.4	347	https://www.orthodb.org/v10?query=6508at4891	25S rRNA (Cytosine(2278)-C(5))-methyltransferase
6539at4891	Complete	C0000000005_ptg000005l	940917	942596	-	745.7	440	https://www.orthodb.org/v10?query=6539at4891	Pyridoxal phosphate-dependent transferase
6544at4891	Complete	C0000000013_ptg000013l	354915	356426	+	509.9	395	https://www.orthodb.org/v10?query=6544at4891	bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase
6549at4891	Complete	C0000000017_ptg000017l	74913	76736	+	393.2	358	https://www.orthodb.org/v10?query=6549at4891	Translation elongation factor EFTu/EF1A, C-terminal
6552at4891	Complete	C0000000005_ptg000005l	1254436	1257084	-	435.9	454	https://www.orthodb.org/v10?query=6552at4891	SH3 domain
6558at4891	Missing
6566at4891	Complete	C0000000014_ptg000014l	740460	743078	-	749.4	516	https://www.orthodb.org/v10?query=6566at4891	Ca2+/H+ antiporter
6567at4891	Complete	C0000000013_ptg000013l	446915	449245	-	889.2	517	https://www.orthodb.org/v10?query=6567at4891	ATPase, AAA-type, conserved site
6624at4891	Complete	C0000000009_ptg000009l	206423	208003	+	906.7	429	https://www.orthodb.org/v10?query=6624at4891	Translation initiation factor 2, gamma subunit, C-terminal
6633at4891	Complete	C0000000008_ptg000008l	1059329	1061209	+	668.3	456	https://www.orthodb.org/v10?query=6633at4891	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
6637at4891	Complete	C0000000002_ptg000002l	611995	613572	-	777.6	436	https://www.orthodb.org/v10?query=6637at4891	Acetyl-CoA hydrolase
6641at4891	Complete	C0000000016_ptg000016l	152389	156252	+	607.7	686	https://www.orthodb.org/v10?query=6641at4891	Zinc finger, RING-CH-type
6658at4891	Complete	C0000000005_ptg000005l	912098	914767	-	623.8	587	https://www.orthodb.org/v10?query=6658at4891	WD40/YVTN repeat-like-containing domain superfamily
6691at4891	Complete	C0000000003_ptg000003l	135792	137510	-	590.6	428	https://www.orthodb.org/v10?query=6691at4891	WD40-repeat-containing domain
6711at4891	Complete	C0000000010_ptg000010l	294377	296545	-	225.7	269	https://www.orthodb.org/v10?query=6711at4891	WD40-repeat-containing domain
6740at4891	Complete	C0000000007_ptg000007l	120093	124418	-	1017.9	979	https://www.orthodb.org/v10?query=6740at4891	Tricalbin
6748at4891	Complete	C0000000007_ptg000007l	91111	92664	-	675.6	431	https://www.orthodb.org/v10?query=6748at4891	D-arabinono-1,4-lactone oxidase
6753at4891	Complete	C0000000005_ptg000005l	277614	279503	-	415.6	403	https://www.orthodb.org/v10?query=6753at4891	Crossover junction endonuclease MUS81
6770at4891	Complete	C0000000015_ptg000015l	441162	442649	+	448.7	338	https://www.orthodb.org/v10?query=6770at4891	GTP1/OBG domain
6788at4891	Complete	C0000000009_ptg000009l	339103	340620	+	737.0	402	https://www.orthodb.org/v10?query=6788at4891	Anthranilate synthase component
6789at4891	Complete	C0000000004_ptg000004l	407023	409071	+	472.8	374	https://www.orthodb.org/v10?query=6789at4891	Diphthine--ammonia ligase
6800at4891	Complete	C0000000013_ptg000013l	152162	154783	+	902.9	685	https://www.orthodb.org/v10?query=6800at4891	Phosphatidylinositol 3-kinase VPS34
6820at4891	Complete	C0000000005_ptg000005l	867992	869731	+	482.4	414	https://www.orthodb.org/v10?query=6820at4891	putative metalloprotease ARX1
6821at4891	Complete	C0000000009_ptg000009l	331752	333461	+	416.9	371	https://www.orthodb.org/v10?query=6821at4891	Prolyl-tRNA synthetase
6891at4891	Duplicated	C0000000006_ptg000006l	124238	125938	-	893.3	482	https://www.orthodb.org/v10?query=6891at4891	CTP synthase
6891at4891	Duplicated	C0000000002_ptg000002l	661967	663703	+	904.4	485	https://www.orthodb.org/v10?query=6891at4891	CTP synthase
6902at4891	Complete	C0000000017_ptg000017l	512532	514337	+	708.1	523	https://www.orthodb.org/v10?query=6902at4891	mitochondrial ribosome small subunit component
6915at4891	Complete	C0000000006_ptg000006l	285581	287335	+	910.2	490	https://www.orthodb.org/v10?query=6915at4891	dihydroxy-acid dehydratase
6917at4891	Complete	C0000000006_ptg000006l	445926	447674	+	557.5	472	https://www.orthodb.org/v10?query=6917at4891	WD40-repeat-containing domain
6943at4891	Complete	C0000000004_ptg000004l	113013	114467	+	638.9	366	https://www.orthodb.org/v10?query=6943at4891	WD40-repeat-containing domain
6961at4891	Complete	C0000000014_ptg000014l	683084	685885	-	897.6	703	https://www.orthodb.org/v10?query=6961at4891	Coatomer subunit gamma
7009at4891	Complete	C0000000007_ptg000007l	190083	192485	-	1061.1	558	https://www.orthodb.org/v10?query=7009at4891	AMP deaminase
7011at4891	Duplicated	C0000000008_ptg000008l	88172	89629	-	782.6	415	https://www.orthodb.org/v10?query=7011at4891	6-phosphogluconate dehydrogenase, decarboxylating
7011at4891	Duplicated	C0000000015_ptg000015l	471703	473169	+	800.6	415	https://www.orthodb.org/v10?query=7011at4891	6-phosphogluconate dehydrogenase, decarboxylating
7030at4891	Complete	C0000000015_ptg000015l	350551	353190	+	773.0	590	https://www.orthodb.org/v10?query=7030at4891	DNA mismatch repair protein MutS, core
7031at4891	Complete	C0000000002_ptg000002l	419951	422830	+	746.1	732	https://www.orthodb.org/v10?query=7031at4891	Eukaryotic translation initiation factor 3 subunit A
7059at4891	Complete	C0000000003_ptg000003l	444662	446338	-	652.3	414	https://www.orthodb.org/v10?query=7059at4891	tRNA (uracil-O(2)-)-methyltransferase
7062at4891	Complete	C0000000017_ptg000017l	41001	42635	-	870.2	429	https://www.orthodb.org/v10?query=7062at4891	Phosphoenolpyruvate carboxykinase
7086at4891	Complete	C0000000013_ptg000013l	85291	86496	-	476.2	309	https://www.orthodb.org/v10?query=7086at4891	Protein MSS51, mitochondrial
7092at4891	Duplicated	C0000000003_ptg000003l	940837	942282	+	782.5	433	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	C0000000012_ptg000012l	9622	11181	-	812.9	450	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	C0000000015_ptg000015l	555035	556594	+	815.4	450	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	C0000000012_ptg000012l	224817	226376	+	816.2	450	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	C0000000013_ptg000013l	531299	532867	+	836.4	450	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7092at4891	Duplicated	C0000000007_ptg000007l	157506	159479	-	838.0	451	https://www.orthodb.org/v10?query=7092at4891	Inosine-5'-monophosphate dehydrogenase
7127at4891	Complete	C0000000015_ptg000015l	43056	45089	-	316.8	319	https://www.orthodb.org/v10?query=7127at4891	Rab-GTPase-TBC domain
7136at4891	Duplicated	C0000000015_ptg000015l	343095	345008	+	484.0	430	https://www.orthodb.org/v10?query=7136at4891	Tetratricopeptide repeat
7136at4891	Duplicated	C0000000014_ptg000014l	377343	379211	+	534.3	453	https://www.orthodb.org/v10?query=7136at4891	Tetratricopeptide repeat
7201at4891	Complete	C0000000007_ptg000007l	35528	37123	-	569.3	303	https://www.orthodb.org/v10?query=7201at4891	alpha-1,6-mannosyltransferase activity
7208at4891	Complete	C0000000003_ptg000003l	592594	594638	+	464.3	320	https://www.orthodb.org/v10?query=7208at4891	UbiB domain
7218at4891	Complete	C0000000007_ptg000007l	284505	286076	-	828.3	428	https://www.orthodb.org/v10?query=7218at4891	cytochrome P450
7237at4891	Complete	C0000000006_ptg000006l	549078	550727	-	824.5	454	https://www.orthodb.org/v10?query=7237at4891	GroEL-like apical domain superfamily
7263at4891	Complete	C0000000008_ptg000008l	861735	864464	-	547.0	512	https://www.orthodb.org/v10?query=7263at4891	HECT domain
7265at4891	Complete	C0000000003_ptg000003l	902063	904489	-	547.4	561	https://www.orthodb.org/v10?query=7265at4891	Phosphoinositide phospholipase C
7296at4891	Complete	C0000000002_ptg000002l	97768	99408	+	710.1	434	https://www.orthodb.org/v10?query=7296at4891	Imidazole glycerol phosphate synthase hisHF
7300at4891	Complete	C0000000011_ptg000011l	574183	575802	+	553.3	446	https://www.orthodb.org/v10?query=7300at4891	Vacuolar protein sorting-associated protein 17
7327at4891	Complete	C0000000005_ptg000005l	1165517	1167367	+	410.0	430	https://www.orthodb.org/v10?query=7327at4891	Armadillo-type fold
7349at4891	Complete	C0000000017_ptg000017l	543561	546203	-	402.6	459	https://www.orthodb.org/v10?query=7349at4891	kinase-like protein
7363at4891	Complete	C0000000006_ptg000006l	111014	113077	-	525.4	454	https://www.orthodb.org/v10?query=7363at4891	phosphatases II
7364at4891	Complete	C0000000011_ptg000011l	734396	737089	-	1057.1	661	https://www.orthodb.org/v10?query=7364at4891	Mitochondrial dynamin-like GTPase
7407at4891	Complete	C0000000017_ptg000017l	186429	188648	+	524.7	387	https://www.orthodb.org/v10?query=7407at4891	ATP-dependent RNA helicase DBP7
7410at4891	Complete	C0000000017_ptg000017l	299675	301948	-	428.0	406	https://www.orthodb.org/v10?query=7410at4891	Zinc finger, RING-type
7422at4891	Complete	C0000000007_ptg000007l	798124	800316	+	526.7	517	https://www.orthodb.org/v10?query=7422at4891	BRCT domain
7432at4891	Complete	C0000000009_ptg000009l	495393	497645	-	468.7	420	https://www.orthodb.org/v10?query=7432at4891	Rad4 beta-hairpin domain 2
7444at4891	Duplicated	C0000000008_ptg000008l	355473	357182	-	886.1	474	https://www.orthodb.org/v10?query=7444at4891	glutamine-hydrolyzing asparagine synthase
7444at4891	Duplicated	C0000000003_ptg000003l	115537	117249	-	890.1	478	https://www.orthodb.org/v10?query=7444at4891	glutamine-hydrolyzing asparagine synthase
7446at4891	Complete	C0000000004_ptg000004l	295801	297606	+	584.9	473	https://www.orthodb.org/v10?query=7446at4891	GPI transamidase component GAA1
7491at4891	Complete	C0000000002_ptg000002l	769004	770584	-	932.7	463	https://www.orthodb.org/v10?query=7491at4891	ATP synthase subunit alpha
7514at4891	Complete	C0000000015_ptg000015l	503234	504931	+	383.7	354	https://www.orthodb.org/v10?query=7514at4891	5'-Nucleotidase/apyrase
7515at4891	Complete	C0000000007_ptg000007l	197821	199758	+	441.4	482	https://www.orthodb.org/v10?query=7515at4891	Nucleoporin NDC1
7523at4891	Complete	C0000000008_ptg000008l	1066580	1069591	-	335.0	616	https://www.orthodb.org/v10?query=7523at4891	Importin subunit beta-5
7579at4891	Complete	C0000000005_ptg000005l	1304092	1305675	-	801.7	445	https://www.orthodb.org/v10?query=7579at4891	T-complex protein 1 subunit delta
7582at4891	Complete	C0000000003_ptg000003l	786756	788243	+	611.2	361	https://www.orthodb.org/v10?query=7582at4891	tRNA pseudouridine synthase
7589at4891	Complete	C0000000003_ptg000003l	433593	435557	+	655.3	450	https://www.orthodb.org/v10?query=7589at4891	Methylenetetrahydrofolate reductase
7600at4891	Duplicated	C0000000010_ptg000010l	221351	222712	+	691.7	376	https://www.orthodb.org/v10?query=7600at4891	Citrate synthase
7600at4891	Duplicated	C0000000014_ptg000014l	146968	148317	+	746.7	378	https://www.orthodb.org/v10?query=7600at4891	Citrate synthase
7621at4891	Complete	C0000000005_ptg000005l	715242	717281	-	777.1	402	https://www.orthodb.org/v10?query=7621at4891	Translation elongation factor EFTu/EF1A, C-terminal
7633at4891	Complete	C0000000008_ptg000008l	507736	510726	+	688.1	661	https://www.orthodb.org/v10?query=7633at4891	RNA polymerase III type 2 promoter sequence-specific DNA binding
7692at4891	Complete	C0000000006_ptg000006l	241734	244046	-	780.1	570	https://www.orthodb.org/v10?query=7692at4891	Chloride channel protein
7721at4891	Complete	C0000000014_ptg000014l	194571	195968	-	311.3	311	https://www.orthodb.org/v10?query=7721at4891	Sorting assembly machinery 50 kDa subunit
7722at4891	Complete	C0000000002_ptg000002l	149547	151229	+	532.0	451	https://www.orthodb.org/v10?query=7722at4891	acetyl-CoA transmembrane transporter activity
7758at4891	Complete	C0000000017_ptg000017l	318725	320284	-	527.3	399	https://www.orthodb.org/v10?query=7758at4891	DNA primase large subunit
7831at4891	Complete	C0000000007_ptg000007l	843393	844922	-	828.6	448	https://www.orthodb.org/v10?query=7831at4891	Amidophosphoribosyltransferase
7840at4891	Complete	C0000000014_ptg000014l	592726	594966	-	922.9	614	https://www.orthodb.org/v10?query=7840at4891	Cysteinyl-tRNA synthetase
7896at4891	Complete	C0000000007_ptg000007l	423728	425572	-	498.0	406	https://www.orthodb.org/v10?query=7896at4891	WD40-repeat-containing domain
7917at4891	Complete	C0000000008_ptg000008l	457604	459361	+	111.0	285	https://www.orthodb.org/v10?query=7917at4891	Peroxisomal biogenesis factor 8
7920at4891	Complete	C0000000013_ptg000013l	80729	82216	+	730.3	375	https://www.orthodb.org/v10?query=7920at4891	Nop domain
7923at4891	Complete	C0000000015_ptg000015l	114906	116444	-	538.9	341	https://www.orthodb.org/v10?query=7923at4891	Putative oxidoreductase TDA3
7925at4891	Duplicated	C0000000003_ptg000003l	190873	192564	-	622.5	371	https://www.orthodb.org/v10?query=7925at4891	Non-specific serine/threonine protein kinase
7925at4891	Duplicated	C0000000008_ptg000008l	427227	428942	-	622.8	372	https://www.orthodb.org/v10?query=7925at4891	Non-specific serine/threonine protein kinase
7956at4891	Complete	C0000000009_ptg000009l	236949	238295	-	755.3	373	https://www.orthodb.org/v10?query=7956at4891	Adenosylhomocysteinase
7966at4891	Complete	C0000000005_ptg000005l	473492	475117	+	637.7	395	https://www.orthodb.org/v10?query=7966at4891	Pyridoxal phosphate-dependent transferase
7982at4891	Complete	C0000000003_ptg000003l	187951	190611	+	949.0	674	https://www.orthodb.org/v10?query=7982at4891	Multiple RNA-binding domain-containing protein 1
8010at4891	Complete	C0000000002_ptg000002l	329722	331140	+	736.5	396	https://www.orthodb.org/v10?query=8010at4891	Trehalose-6-phosphate synthase
8023at4891	Complete	C0000000015_ptg000015l	338826	340721	+	487.3	457	https://www.orthodb.org/v10?query=8023at4891	SH3 domain
8037at4891	Complete	C0000000013_ptg000013l	91492	93918	+	295.9	443	https://www.orthodb.org/v10?query=8037at4891	Tetratricopeptide-like helical domain superfamily
8044at4891	Complete	C0000000003_ptg000003l	835252	836664	-	753.4	389	https://www.orthodb.org/v10?query=8044at4891	RuvB-like helicase
8064at4891	Complete	C0000000012_ptg000012l	101505	103298	-	757.8	508	https://www.orthodb.org/v10?query=8064at4891	Protein phosphatase PP2A regulatory subunit A
8065at4891	Complete	C0000000002_ptg000002l	621780	623321	-	381.9	339	https://www.orthodb.org/v10?query=8065at4891	AP endonuclease 1
8084at4891	Complete	C0000000002_ptg000002l	333456	335333	+	559.4	525	https://www.orthodb.org/v10?query=8084at4891	Transcription factor IIIC, subunit 5
8097at4891	Complete	C0000000002_ptg000002l	649374	653837	+	259.8	541	https://www.orthodb.org/v10?query=8097at4891	Protein STU1
8134at4891	Complete	C0000000005_ptg000005l	476202	479948	+	973.0	653	https://www.orthodb.org/v10?query=8134at4891	mRNA binding
8178at4891	Complete	C0000000006_ptg000006l	294018	295550	-	623.2	394	https://www.orthodb.org/v10?query=8178at4891	Sulfate adenylyltransferase
8179at4891	Complete	C0000000015_ptg000015l	510284	512575	+	623.0	312	https://www.orthodb.org/v10?query=8179at4891	Non-specific serine/threonine protein kinase
